state,county,Total,ar_Under_1_years_White,ar_1_to_9_years_White,ar_10_to_14_years_White,ar_15_to_17_years_White,ar_18_and_19_years_White,ar_20_to_24_years_White,ar_25_to_29_years_White,ar_30_to_34_years_White,ar_35_to_44_years_White,ar_45_to_54_years_White,ar_55_to_64_years_White,ar_65_to_74_years_White,ar_75_to_84_years_White,ar_85_years_and_over_White,ar_Under_1_years_Black,ar_1_to_9_years_Black,ar_10_to_14_years_Black,ar_15_to_17_years_Black,ar_18_and_19_years_Black,ar_20_to_24_years_Black,ar_25_to_29_years_Black,ar_30_to_34_years_Black,ar_35_to_44_years_Black,ar_45_to_54_years_Black,ar_55_to_64_years_Black,ar_65_to_74_years_Black,ar_75_to_84_years_Black,ar_85_years_and_over_Black,ar_Under_1_years_Native,ar_1_to_9_years_Native,ar_10_to_14_years_Native,ar_15_to_17_years_Native,ar_18_and_19_years_Native,ar_20_to_24_years_Native,ar_25_to_29_years_Native,ar_30_to_34_years_Native,ar_35_to_44_years_Native,ar_45_to_54_years_Native,ar_55_to_64_years_Native,ar_65_to_74_years_Native,ar_75_to_84_years_Native,ar_85_years_and_over_Native,ar_Under_1_years_Asian,ar_1_to_9_years_Asian,ar_10_to_14_years_Asian,ar_15_to_17_years_Asian,ar_18_and_19_years_Asian,ar_20_to_24_years_Asian,ar_25_to_29_years_Asian,ar_30_to_34_years_Asian,ar_35_to_44_years_Asian,ar_45_to_54_years_Asian,ar_55_to_64_years_Asian,ar_65_to_74_years_Asian,ar_75_to_84_years_Asian,ar_85_years_and_over_Asian,ar_Under_1_years_PI,ar_1_to_9_years_PI,ar_10_to_14_years_PI,ar_15_to_17_years_PI,ar_18_and_19_years_PI,ar_20_to_24_years_PI,ar_25_to_29_years_PI,ar_30_to_34_years_PI,ar_35_to_44_years_PI,ar_45_to_54_years_PI,ar_55_to_64_years_PI,ar_65_to_74_years_PI,ar_75_to_84_years_PI,ar_85_years_and_over_PI,ar_Under_1_years_Hispanic,ar_1_to_9_years_Hispanic,ar_10_to_14_years_Hispanic,ar_15_to_17_years_Hispanic,ar_18_and_19_years_Hispanic,ar_20_to_24_years_Hispanic,ar_25_to_29_years_Hispanic,ar_30_to_34_years_Hispanic,ar_35_to_44_years_Hispanic,ar_45_to_54_years_Hispanic,ar_55_to_64_years_Hispanic,ar_65_to_74_years_Hispanic,ar_75_to_84_years_Hispanic,ar_85_years_and_over_Hispanic,ar_Under_1_years_With_a_disability,ar_Under 5 years_ With a disability,ar_5 to 17 years_ With a disability,ar_18_to_34_years_With_a_disability,ar_35_to_64_years_With_a_disability,ar_65_to_74_years_With_a_disability,ar_75_years_and_over_With_a_disability
New Mexico,Los Alamos,15686,352,465,558,355,226,280,317,449,891,1222,1251,858,419,178,0,0,0,0,0,0,0,0,14,0,0,10,0,0,19,38,11,0,0,0,0,0,21,26,0,0,0,0,60,26,14,17,14,0,25,170,32,73,94,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,105,178,77,54,75,35,221,140,259,137,93,38,26,10,10,54,48,176,109,250
New Mexico,Luna,22208,764,834,747,451,335,755,674,753,1052,1171,1218,1199,762,266,21,0,38,9,0,21,0,19,0,11,20,32,27,0,19,0,0,0,0,8,42,0,12,0,5,4,0,0,0,0,0,0,0,68,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,786,674,416,259,664,590,532,848,879,747,539,261,128,52,52,209,441,791,578,642
New Mexico,McKinley,10948,420,273,353,209,213,218,223,323,604,606,893,675,287,102,0,0,5,9,14,37,6,80,36,34,19,0,16,0,2012,2310,2665,1406,852,2366,2211,1848,3070,3095,2561,1302,573,247,10,25,12,4,17,37,27,2,44,107,15,45,0,0,0,0,0,0,0,0,13,2,1,1,6,0,0,0,828,601,467,253,95,412,324,317,524,499,511,317,147,69,95,95,465,623,2650,1099,889
New Mexico,Mora,2684,5,59,85,14,82,162,86,19,48,208,283,133,71,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,242,85,14,114,153,105,66,107,184,412,242,92,41,0,0,0,92,370,57,102
New Mexico,Otero,51539,1825,1756,1488,864,664,2398,2337,1851,2959,2950,3267,2696,1518,364,18,92,47,32,41,249,144,127,161,161,177,63,28,4,195,215,188,138,65,223,208,156,253,252,198,32,33,0,0,0,125,26,9,43,28,2,50,38,47,0,20,16,15,18,9,0,0,0,8,26,0,0,0,9,0,0,1148,1139,1179,622,412,1255,1084,875,1412,1290,1131,645,326,133,124,124,397,558,2085,906,1286
New Mexico,Quay,7551,146,268,213,66,91,202,65,277,383,342,492,538,274,90,59,0,0,0,18,0,0,6,0,0,4,0,0,0,0,0,26,0,0,0,8,0,24,2,43,0,0,0,0,17,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,193,102,37,73,63,57,213,218,95,208,187,67,32,0,0,32,16,387,245,220
New Mexico,Rio Arriba,21382,657,514,689,396,300,440,464,492,1422,1450,1776,1344,619,173,0,17,13,0,0,13,0,16,9,0,27,16,0,0,253,268,247,161,70,247,207,212,351,418,339,201,137,31,5,0,11,10,0,0,20,0,9,8,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1002,940,929,606,372,906,830,791,1630,1778,1933,1260,625,247,0,0,77,295,1539,663,771
New Mexico,Roosevelt,14215,521,387,488,268,314,877,557,415,782,714,698,550,338,86,70,0,9,7,71,134,27,22,0,53,13,0,11,4,0,0,6,0,0,0,6,6,0,0,0,16,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,369,369,203,201,515,293,265,447,422,313,221,53,0,2,2,232,249,556,217,257
New Mexico,Sandoval,100391,2657,3160,3458,2052,1099,2550,2547,2909,5971,6722,7085,5892,2497,515,17,221,46,44,7,94,187,195,272,137,215,122,86,0,639,840,909,496,256,634,709,611,1042,1012,759,401,190,54,20,59,49,62,0,78,12,53,140,114,84,97,14,0,14,0,20,2,0,0,0,13,0,3,27,0,17,0,1967,2207,2499,1446,846,1896,1917,2063,3768,3151,2538,1569,658,120,4,4,728,1296,3331,1938,2049
New Mexico,San Juan,66357,2133,2319,2367,1255,773,1655,1934,2169,3929,3815,5085,3159,1408,721,0,7,167,23,61,8,25,12,22,122,38,34,0,22,1973,2348,2007,1308,708,1935,2151,1917,3057,2803,2469,1340,542,176,117,0,81,2,0,28,122,7,93,40,14,16,0,0,0,0,0,0,0,32,14,0,0,0,0,0,10,0,1409,987,1707,702,397,950,910,958,1673,1240,1133,594,252,107,20,20,653,936,3872,1982,1959
New Mexico,San Miguel,15503,411,405,571,324,228,426,539,439,830,712,1367,996,500,56,0,0,5,78,51,56,0,0,0,51,0,1,0,0,0,0,0,13,0,72,0,35,20,23,72,30,0,9,9,0,0,15,43,0,0,48,0,21,28,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,631,537,735,440,350,822,752,654,1163,1477,1549,1066,468,210,21,21,219,655,1813,653,721
New Mexico,Santa Fe,124370,2770,3119,3330,1958,1345,3137,3165,3424,6923,7650,9509,9055,3491,1082,43,79,6,66,45,46,65,62,114,115,128,67,14,0,129,146,187,103,63,189,162,226,364,236,331,136,81,5,62,9,46,13,37,51,141,188,65,65,116,64,27,9,0,0,0,0,4,1,0,8,4,45,16,2,0,0,2435,2908,2865,1738,1094,2715,2608,2642,5348,5005,4192,2729,1251,409,51,51,493,791,3243,2381,2243
New Mexico,Sierra,10005,305,105,226,205,125,298,110,192,421,469,811,974,726,137,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,46,0,0,0,18,0,4,0,0,6,0,0,0,8,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,48,111,131,63,191,33,200,92,178,190,147,122,4,0,0,0,108,570,447,457
New Mexico,Socorro,13312,246,510,541,277,316,850,210,401,751,664,976,728,272,246,0,0,0,0,0,30,0,0,0,28,0,0,0,0,13,59,69,80,19,136,17,29,79,114,134,91,8,4,0,0,42,0,0,21,0,37,30,86,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,427,454,293,196,441,152,258,517,434,516,348,135,125,0,0,213,404,1068,421,381
New Mexico,Taos,28029,634,661,835,440,270,1017,426,711,1692,1744,2200,1998,1049,129,0,0,0,0,0,0,0,0,3,11,9,86,0,0,24,33,92,79,35,75,17,70,133,194,163,134,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,561,583,708,393,236,873,233,540,1254,1176,1281,919,541,130,0,0,139,202,1433,646,736
New Mexico,Torrance,14278,326,366,524,382,165,566,445,296,1025,881,1154,942,392,82,0,0,0,0,0,30,10,6,22,42,25,26,0,0,0,32,0,0,0,0,9,12,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,266,272,206,80,354,222,268,466,416,417,314,88,20,0,0,97,133,619,347,231
New Mexico,Union,3543,96,161,20,24,0,158,121,192,271,242,270,173,105,43,0,0,4,0,0,0,0,6,17,3,38,6,0,0,0,0,7,3,0,0,2,29,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,57,24,3,0,145,61,169,186,107,101,54,39,6,0,0,16,65,120,42,102
New Mexico,Valencia,61391,1810,1878,2415,1349,823,1801,2002,1870,3633,3889,4130,3269,1403,569,0,0,56,0,0,30,0,21,87,113,71,73,40,0,112,171,95,122,27,174,158,66,156,192,164,96,21,69,0,0,28,31,0,74,0,10,47,79,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,1583,2311,1150,709,1771,1658,1466,2868,2860,2549,1597,738,211,10,10,467,931,2959,1416,1335
New York,Albany,232402,4909,4729,5278,3586,4528,11686,7437,7398,12791,15475,16622,11327,5080,2196,1280,1373,1279,872,864,2165,1361,1060,2021,2266,1897,1022,404,104,0,6,1,35,18,27,9,0,28,31,38,40,0,0,647,717,640,334,435,1281,776,918,1638,1033,650,392,99,101,0,0,0,0,0,16,0,0,0,16,15,0,0,0,795,610,891,424,705,1132,750,712,1066,819,527,266,72,54,37,37,1372,2752,6197,2573,3125
New York,Allegany,44860,1224,1200,1440,827,1360,2048,1170,1110,2268,2723,3318,2395,1098,454,21,9,3,0,118,144,22,13,4,12,20,0,0,4,0,0,0,0,14,6,0,23,12,0,6,0,0,0,0,0,5,13,0,32,59,5,46,19,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,21,58,21,118,75,4,2,5,4,20,24,8,0,2,2,412,406,1428,837,799
New York,Bronx,306423,8308,8209,8170,4760,4266,11198,11731,9919,17646,19114,18070,13868,8418,3426,17428,16892,16018,10615,6419,18771,19884,15719,27751,31215,25010,13536,6129,1557,326,297,294,76,65,380,737,446,397,807,512,171,285,0,1451,1318,1755,1022,565,1687,2151,2023,3600,3441,3334,1728,856,145,0,46,44,12,7,7,102,0,125,27,14,20,15,0,33463,32036,29674,18042,11931,34052,34775,29340,47539,44315,33270,18891,9031,2381,407,407,12725,14119,37165,12297,12458
New York,Broome,167041,4111,4282,4120,2895,3256,7547,4739,4609,8375,10848,12578,8290,4650,1681,509,514,398,346,285,657,493,424,647,562,470,248,101,19,0,0,0,0,8,10,0,0,33,72,30,17,0,0,183,192,147,118,567,1187,280,224,347,283,308,201,72,9,0,0,0,0,0,8,7,17,0,30,0,0,0,0,432,440,357,217,335,528,360,239,427,295,236,155,30,0,23,23,1613,1947,5491,2046,3105
New York,Cattaraugus,71439,1911,2028,2287,1457,971,2206,1976,1897,3834,4913,5544,3863,1871,574,59,40,75,8,61,138,9,81,46,57,106,10,24,5,85,85,101,62,40,72,64,82,130,151,108,60,34,10,21,16,50,5,0,26,11,29,54,72,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,96,65,34,44,126,35,22,74,115,34,16,13,7,11,11,580,741,2436,1193,1198
New York,Cayuga,71522,1804,2078,1941,1313,786,2222,2229,2209,4057,5216,5661,3820,1732,679,0,48,120,81,114,257,388,287,565,399,225,83,0,0,0,0,26,16,0,13,4,34,10,17,11,10,0,0,5,0,13,15,11,7,11,9,36,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,77,96,57,57,150,150,232,215,150,83,26,3,6,58,58,579,792,2046,1132,1195
New York,Chautauqua,119857,3021,2752,3952,2204,1880,3885,3715,3156,6103,7954,9387,6292,3393,981,84,74,58,91,198,285,178,113,305,254,169,74,27,15,0,0,0,13,6,20,5,15,17,16,7,22,0,0,18,0,0,29,6,51,16,100,6,45,23,7,5,0,0,0,0,0,13,0,3,0,0,15,0,0,0,0,483,484,482,287,249,509,414,398,584,455,354,174,24,23,2,2,887,1286,4040,1604,2154
New York,Chemung,75443,2079,2106,2262,1387,845,2149,2218,2274,4276,5086,5588,3775,1880,764,71,185,155,141,64,289,380,240,761,519,327,110,62,33,104,0,0,0,0,13,0,0,0,28,3,25,3,0,55,102,80,58,0,33,41,43,129,73,45,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,191,78,46,58,66,132,214,240,187,89,11,36,0,13,13,694,751,2407,1155,1220
New York,Chenango,46395,1217,1206,1571,892,497,1342,1328,1243,2528,3275,3700,2668,1348,358,13,6,0,11,17,6,33,40,49,32,54,28,0,0,0,0,0,0,0,35,12,11,29,8,5,8,0,0,16,0,0,2,0,10,21,0,14,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,69,34,42,26,67,27,11,70,84,32,37,11,4,26,26,483,600,2056,916,914
New York,Clinton,73391,1864,1928,1973,1240,1261,3273,2282,2287,4259,5127,5316,3502,1742,516,37,45,12,15,79,429,569,335,550,346,257,38,3,0,0,0,0,6,0,10,13,18,37,0,0,2,0,12,0,0,18,19,85,44,66,0,48,33,50,30,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,29,53,106,19,147,350,151,172,255,116,109,32,2,0,0,0,615,638,2447,966,1101
New York,Columbia,54318,1050,1296,1287,987,542,1462,1427,1313,2743,4116,4658,3722,1789,597,23,84,85,202,39,205,58,98,197,264,180,98,50,4,0,0,0,0,0,0,1,2,5,5,2,0,0,7,29,42,64,16,0,45,27,9,90,92,102,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,123,135,124,59,132,94,123,220,182,130,52,18,4,58,58,451,636,1805,803,1049
New York,Cortland,45625,1196,1252,1294,877,1160,2517,1368,1150,2410,2898,2954,2067,926,331,34,0,6,0,16,56,4,18,19,116,30,48,0,0,0,0,0,0,0,0,62,0,0,0,14,0,0,0,0,0,0,0,0,73,0,5,0,9,28,1,32,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,86,21,101,45,24,64,96,84,123,38,17,74,3,0,14,14,404,389,1402,629,465
New York,Delaware,43108,842,1154,944,712,831,1407,1157,1024,2054,2945,3676,3012,1483,445,0,3,11,28,144,87,22,15,26,41,17,60,26,8,0,13,0,0,0,10,0,0,0,5,0,5,0,0,5,0,20,3,24,8,35,0,11,10,33,8,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,65,57,61,71,67,156,57,47,73,107,72,38,23,8,0,0,274,376,1311,834,917
New York,Dutchess,230158,4873,5106,6281,4322,3784,8399,6881,5710,12459,17715,18378,11331,5664,2132,877,820,1080,545,578,1422,1435,1419,2417,2680,1741,911,413,103,21,59,14,18,52,78,30,26,147,68,37,63,2,8,220,322,257,257,278,347,339,284,737,838,621,439,175,94,0,0,0,0,0,0,0,43,0,4,0,2,0,0,1315,1556,1417,880,696,1630,1450,1488,2882,2431,1490,602,285,22,12,12,1810,2639,6859,2865,3644
New York,Erie,716987,17298,17125,19137,12650,8650,22197,26178,23306,39324,49722,53896,35609,16684,7575,4556,3980,4965,2969,1942,5687,5266,3620,6245,6571,6375,3199,1542,552,94,154,84,125,19,182,264,139,182,401,317,214,37,36,1177,1217,1154,716,776,1965,1635,1465,2168,1550,985,616,257,97,19,0,0,14,13,7,2,14,39,0,7,3,19,0,2471,2489,2304,1339,986,2354,2220,1898,2910,2202,1599,811,387,129,81,81,5535,7684,21165,9286,11780
New York,Essex,35186,742,933,754,633,355,937,1029,975,1937,2518,3027,2319,1138,342,6,8,8,20,33,112,232,149,260,132,81,19,3,0,0,0,1,0,0,0,18,0,2,0,2,4,7,0,5,0,0,0,1,1,9,0,19,6,19,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,9,29,51,26,0,79,213,70,185,158,9,10,46,0,0,0,220,467,1067,727,667
New York,Franklin,41778,1106,1200,1279,761,648,1553,1501,1415,2468,3101,3180,2200,1046,250,2,4,23,17,22,482,617,482,425,397,189,9,0,0,80,57,246,30,66,131,113,64,314,165,200,217,60,0,43,7,0,7,7,0,5,9,0,45,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,99,17,31,172,218,154,246,332,112,15,0,0,0,0,238,549,1508,615,614
New York,Fulton,50849,1252,1481,1496,955,537,1448,1513,1411,2911,3832,3804,2747,1256,413,60,41,60,35,4,71,67,53,137,61,104,13,19,0,32,0,16,7,0,40,0,0,0,25,0,0,0,0,0,24,15,0,13,0,32,0,23,26,32,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,90,97,73,24,20,34,61,151,75,127,35,52,0,0,0,0,408,474,1797,678,771
New York,Genesee,53404,1311,1360,1683,980,574,1600,1700,1584,2967,3987,4182,2613,1251,592,17,28,30,33,28,101,161,96,114,116,114,20,20,13,0,9,0,0,0,25,0,44,20,50,96,32,32,0,0,16,22,23,0,10,66,12,7,36,24,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,111,68,48,38,57,166,59,179,113,65,41,6,27,10,10,522,542,1761,889,895
New York,Greene,42731,940,898,1064,728,437,1420,1267,1112,2256,3351,3596,2750,1312,494,0,26,78,85,141,399,371,367,363,225,152,63,0,15,5,0,98,0,0,0,105,0,0,14,2,0,0,0,0,0,0,15,0,8,0,0,58,40,5,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,103,150,137,12,289,193,101,203,289,126,41,19,2,0,0,133,440,1240,674,677
New York,Hamilton,4420,62,72,117,68,96,96,69,34,197,317,451,411,195,48,0,0,0,1,0,3,0,2,5,6,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,4,7,0,1,4,4,1,1,0,2,0,0,0,16,46,147,131,158
New York,Herkimer,59916,1524,1755,1720,1158,758,1763,1697,1647,3259,4177,4584,3355,1480,640,59,0,41,45,104,88,15,29,20,28,38,0,7,0,0,0,14,26,0,14,0,0,10,8,8,14,0,3,0,3,27,0,11,34,0,4,18,20,23,17,4,0,2,15,0,0,0,0,0,0,20,0,0,0,0,0,88,87,59,16,58,84,19,68,73,69,63,10,0,0,0,0,585,614,1974,917,1000
New York,Jefferson,98570,3678,3410,2816,1704,1357,5574,4953,3810,5723,5706,5625,3970,1777,629,414,319,131,90,174,908,675,495,739,340,114,73,0,0,0,23,28,28,4,43,37,4,83,15,22,0,0,0,90,93,82,19,8,103,78,79,129,57,7,22,0,8,0,0,0,0,5,0,24,0,0,53,0,0,0,0,602,396,331,81,365,801,738,613,668,216,113,27,8,0,30,30,962,1254,2942,1183,1377
New York,Kings,1130251,44765,35577,33939,17061,9329,32271,55457,55403,82926,61195,55567,40071,21156,9484,27009,25651,25752,16480,9614,28827,32977,27661,46003,47122,44302,27386,12498,3629,192,321,286,123,112,300,301,271,686,628,327,359,8,0,11237,8792,8315,5066,2940,9708,14101,12739,21078,19819,19160,10095,4777,1250,81,31,0,13,0,20,127,50,96,64,12,10,0,0,20849,18247,17647,10188,6539,19567,23619,21895,35270,28456,21018,12551,5868,1440,395,395,8590,13208,40072,18851,26905
New York,Lewis,25829,782,832,853,517,272,768,760,751,1444,1845,2039,1261,607,294,7,0,10,3,0,8,13,21,7,3,5,16,0,0,0,0,0,0,0,0,3,0,0,10,14,0,0,0,0,6,7,0,0,0,16,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,0,9,59,30,24,30,26,11,10,0,0,15,15,213,226,710,365,424
New York,Livingston,59696,1306,1578,1568,1070,1312,2791,1669,1666,3175,4179,4486,2921,1470,385,48,32,62,62,35,142,273,212,222,183,131,14,31,0,0,0,0,0,0,14,0,0,16,8,0,20,0,0,0,0,0,3,38,7,21,0,35,134,20,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,110,77,43,80,150,119,192,200,132,93,26,14,0,21,21,421,629,1503,739,835
New York,Madison,67574,1602,2163,1567,1296,1405,2486,1794,1809,3575,4835,5220,3394,1414,656,0,0,1,38,180,228,43,6,47,163,78,1,0,0,0,36,0,0,21,54,8,6,3,29,43,18,0,0,15,9,25,0,57,97,5,2,14,27,22,7,8,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,34,57,55,18,120,88,14,77,102,58,30,34,0,0,0,0,252,743,1843,836,930
New York,Monroe,566271,13668,14532,14725,9777,8713,18468,20423,18231,30781,38576,41222,27460,12824,5727,4394,4552,4671,2819,1908,4796,4659,3164,5602,6322,5307,2901,1373,192,108,179,210,30,64,182,139,77,202,186,44,109,39,0,789,813,710,592,692,1608,1251,1127,1806,1378,1094,708,347,41,7,0,28,0,0,21,16,0,0,0,7,0,0,0,2998,3575,2962,1772,1259,2856,2724,2276,3697,3178,2126,1106,496,99,237,237,5326,7506,18509,6156,8406
New York,Montgomery,43412,1258,1455,1253,864,440,1272,1218,1242,2424,2893,3267,2292,968,504,43,0,47,26,0,27,36,98,70,72,66,22,27,0,0,10,0,0,0,0,0,7,9,0,0,20,0,0,0,18,14,8,18,6,7,0,20,27,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,363,354,188,40,398,303,287,436,266,230,130,42,22,25,25,431,519,1631,735,622
New York,Nassau,930446,23103,26506,26729,18750,11287,28692,25244,23526,49639,67073,70784,46896,23023,11773,4496,4391,5485,3480,2190,6200,5568,4845,9211,11003,8692,4806,2146,684,98,225,126,98,83,206,80,135,209,193,190,143,12,7,3741,3913,4951,2679,1368,3641,4085,4217,8937,8702,7693,4662,2020,438,0,0,24,0,23,14,15,11,0,35,0,11,0,0,10563,9638,8415,5073,3366,8680,8729,9070,19102,15314,9378,4407,1617,785,133,133,4285,6332,16672,8386,15584
New York,New York,917402,19460,13577,13140,6677,6949,25601,53114,52160,67303,59548,54229,39403,19997,9758,6505,6412,5593,3724,2955,8669,11086,9109,14022,16431,14279,7899,3991,1552,12,15,323,99,60,282,423,342,501,525,718,168,38,10,3659,2483,2319,1224,1991,6721,11163,10980,15786,10275,8188,5860,3698,1465,22,14,0,14,13,25,23,83,87,140,0,19,20,8,13070,10487,12410,6886,5263,16628,21048,19101,29194,24946,20236,12979,6678,2773,259,259,3844,8333,26417,11561,18514
New York,Niagara,185192,4310,4205,5509,3285,2219,5523,5823,5376,10219,13219,14837,9666,4557,1599,539,550,644,433,255,577,594,496,782,843,911,450,205,33,82,77,55,58,42,86,73,32,139,124,151,92,24,0,86,67,85,59,58,61,91,62,107,135,173,39,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,319,282,336,171,221,269,147,245,408,257,231,153,6,10,83,83,1129,1607,5670,2551,2876
New York,Oneida,197739,5085,5388,5419,3417,2702,6528,6059,5952,10809,14008,14669,10159,4635,2495,665,691,471,263,341,871,781,759,1139,1053,666,323,139,38,8,12,23,41,8,1,8,29,12,84,63,2,7,0,356,396,529,256,199,411,297,306,551,453,333,187,70,26,0,0,0,7,0,0,0,0,12,0,0,0,0,0,676,726,580,346,287,697,597,536,908,739,461,232,48,37,59,59,1540,1696,6657,2964,3147
New York,Onondaga,370976,8996,9297,10288,6656,5425,11833,12338,11746,20225,25746,27294,17381,8252,3760,2268,2581,1987,1573,972,2307,1922,1503,2732,2881,2424,1184,491,124,100,36,19,70,28,105,72,60,149,242,139,146,10,0,543,732,510,416,651,837,801,657,993,954,554,396,194,71,0,0,13,0,0,0,0,29,17,0,0,1,0,0,1247,1232,997,616,552,1141,939,843,1307,1053,629,360,61,27,100,100,3589,3953,11226,3929,5172
New York,Ontario,101467,2473,2517,3326,1954,1277,3261,2737,2639,5454,7271,7782,5597,2304,997,139,136,91,99,84,90,31,69,173,249,125,73,0,17,0,3,0,18,35,44,41,7,0,55,0,13,0,0,69,50,61,10,101,88,30,0,102,52,73,36,12,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,273,256,284,176,120,227,267,253,347,242,212,41,33,0,13,13,443,886,2421,1180,1631
New York,Orange,279802,9016,9490,9850,6107,4499,11832,7462,7404,15378,19997,19132,12002,5528,1819,1170,1216,1893,914,689,1986,1476,1338,2728,3277,2220,1028,457,101,25,33,16,49,13,98,37,25,91,120,133,0,0,0,191,285,224,168,162,559,312,299,702,755,497,347,101,53,0,20,10,18,0,0,0,0,13,16,6,17,0,0,3270,3506,3642,2220,1469,3367,2696,2657,5576,5037,2659,1301,498,159,99,99,2570,3069,8773,3274,3849
New York,Orleans,36583,910,1040,963,721,411,1217,1174,1027,1947,2791,2950,1875,900,244,12,6,20,44,71,92,228,141,275,243,116,39,28,0,9,9,6,0,0,0,4,0,9,12,8,10,0,0,29,0,0,15,0,25,18,27,17,27,23,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,89,46,116,98,36,93,154,101,133,87,64,8,0,13,27,27,458,312,1290,573,628
New York,Oswego,113885,3149,3572,3372,2240,1935,4208,3806,3236,6250,8509,8504,5324,2167,848,7,21,12,45,157,171,25,48,25,45,75,13,5,0,0,0,18,0,13,0,11,0,5,9,23,13,0,0,1,29,23,18,42,65,34,22,1,63,32,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,144,184,118,71,135,224,87,92,147,171,62,52,25,0,32,32,1075,1303,3858,1493,1508
New York,Otsego,56254,1206,1120,1370,880,1309,2822,1399,1350,2641,3577,4109,3261,1706,437,15,57,7,18,155,130,32,55,73,42,16,34,9,0,5,0,6,0,0,3,2,0,6,25,0,0,6,0,34,36,31,4,35,101,22,26,17,11,40,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,25,94,60,188,153,31,98,68,69,65,37,25,0,0,0,289,654,1353,940,921
New York,Putnam,86904,1911,2249,2522,1803,1075,2822,2328,2248,4731,7357,7038,4523,2064,448,6,27,126,49,13,226,66,110,193,331,161,119,24,0,0,5,2,0,0,18,12,0,10,4,52,0,0,0,14,30,54,7,47,46,63,48,149,196,164,58,7,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,574,540,642,350,233,632,591,627,1241,1065,587,280,72,7,12,12,462,462,2336,964,1161
New York,Queens,896722,26208,22459,21738,12732,7812,23379,35860,36916,64382,60161,57886,39952,22717,9826,12313,11265,12462,7960,4945,14739,16709,13423,23185,26757,24589,14368,6420,2026,161,211,404,193,255,276,311,425,627,874,531,365,99,51,17971,14104,15525,8727,4800,17140,24554,23053,40774,41474,38624,21998,9938,2268,18,0,0,38,41,15,32,90,50,121,62,1,0,33,26265,22337,21380,12267,7968,23303,29081,28690,51284,44067,30898,16255,7048,2038,543,543,8427,9799,35222,15640,23257
